cycle_date,device_type,firmware_from,firmware_to,region,test_pass_rate,schema_drift_events,upgrade_duration_actual_min,post_upgrade_incidents_30d,outage_occurred,outage_severity
2024-11-06,CaaS-Node-Type-C,23.06,24.01,Southwest,0.881,0,321,1,False,none
2024-11-06,CaaS-Node-Type-B,24.01,24.06,Midwest,0.862,0,187,3,False,none
2024-11-07,CaaS-Node-Type-B,24.01,24.06,Southwest,0.863,2,121,8,False,none
2024-11-07,CaaS-Node-Type-C,23.12,24.06,Southwest,0.956,0,223,0,False,none
2024-11-08,CaaS-Node-Type-A,23.06,23.12,South_Central,0.906,0,315,2,False,none
2024-11-08,CaaS-Node-Type-A,23.12,24.06,Midwest,0.922,0,378,0,False,none
2024-11-08,CaaS-Node-Type-C,24.01,24.06,Northwest,0.913,0,287,0,False,none
2024-11-09,CaaS-Node-Type-A,22.12,23.12,South_Central,0.886,0,120,0,False,none
2024-11-09,CaaS-Node-Type-A,23.12,24.06,South_Central,0.929,2,161,2,False,none
2024-11-10,CaaS-Node-Type-B,23.12,24.01,Southeast,0.894,1,341,2,False,none
2024-11-10,CaaS-Node-Type-B,22.12,23.12,South_Central,0.867,0,245,1,False,none
2024-11-10,CaaS-Node-Type-A,22.12,23.06,Northeast,0.856,0,120,3,False,none
2024-11-10,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,170,0,False,none
2024-11-10,CaaS-Node-Type-B,23.12,24.01,Midwest,0.866,0,202,2,False,none
2024-11-11,CaaS-Node-Type-B,22.12,23.06,Southwest,0.909,0,244,0,False,none
2024-11-11,CaaS-Node-Type-A,22.12,23.12,Southeast,0.889,2,227,0,False,none
2024-11-12,CaaS-Node-Type-A,22.12,23.06,Southwest,0.953,0,349,0,False,none
2024-11-12,CaaS-Node-Type-A,23.12,24.01,South_Central,0.886,0,337,0,False,none
2024-11-12,CaaS-Node-Type-B,24.01,24.12,South_Central,0.858,0,315,0,False,none
2024-11-13,CaaS-Node-Type-B,22.12,23.12,Northeast,0.867,0,238,2,False,none
2024-11-13,CaaS-Node-Type-C,23.06,24.01,Southeast,0.94,1,235,2,False,none
2024-11-14,CaaS-Node-Type-B,24.06,24.12,Northeast,0.84,1,120,1,False,none
2024-11-14,CaaS-Node-Type-C,22.12,23.12,South_Central,0.883,0,215,0,False,none
2024-11-14,CaaS-Node-Type-C,22.12,23.12,Southwest,0.891,1,183,0,False,none
2024-11-14,CaaS-Node-Type-C,23.12,24.06,Northwest,0.927,1,257,3,False,none
2024-11-14,CaaS-Node-Type-B,23.12,24.06,South_Central,0.877,1,156,3,False,none
2024-11-15,CaaS-Node-Type-A,22.12,23.12,Southwest,0.937,0,169,0,False,none
2024-11-15,CaaS-Node-Type-A,24.01,24.12,Southwest,0.954,1,317,1,False,none
2024-11-15,CaaS-Node-Type-B,23.12,24.06,Northeast,0.849,0,248,0,False,none
2024-11-16,CaaS-Node-Type-C,23.12,24.01,Northwest,0.939,2,172,4,False,none
2024-11-17,CaaS-Node-Type-A,23.12,24.06,Northeast,0.836,0,129,0,False,none
2024-11-18,CaaS-Node-Type-B,24.01,24.06,Northeast,0.832,0,272,0,False,none
2024-11-18,CaaS-Node-Type-B,22.12,23.06,South_Central,0.919,1,183,1,False,none
2024-11-19,CaaS-Node-Type-B,22.12,23.12,Northwest,0.916,0,304,3,False,none
2024-11-20,CaaS-Node-Type-C,23.06,23.12,Southwest,0.957,1,175,0,False,none
2024-11-21,CaaS-Node-Type-C,24.01,24.06,South_Central,0.906,0,158,0,False,none
2024-11-21,CaaS-Node-Type-C,22.12,23.06,Southeast,0.915,1,238,0,False,none
2024-11-22,CaaS-Node-Type-C,24.01,24.06,Northwest,0.933,2,356,1,False,none
2024-11-22,CaaS-Node-Type-B,23.06,24.01,Southwest,0.55,0,211,5,False,none
2024-11-23,CaaS-Node-Type-B,24.01,24.06,Southwest,0.912,1,327,0,False,none
2024-11-23,CaaS-Node-Type-A,22.12,23.06,Northwest,0.936,0,373,0,False,none
2024-11-23,CaaS-Node-Type-C,23.06,23.12,Northwest,0.881,0,201,1,False,none
2024-11-23,CaaS-Node-Type-A,23.12,24.06,Northwest,0.906,0,218,1,False,none
2024-11-23,CaaS-Node-Type-A,23.12,24.06,Northwest,0.918,1,169,5,False,none
2024-11-23,CaaS-Node-Type-C,22.12,23.12,South_Central,0.899,0,354,0,False,none
2024-11-24,CaaS-Node-Type-C,22.12,23.06,South_Central,0.957,2,182,2,False,none
2024-11-24,CaaS-Node-Type-B,23.06,23.12,South_Central,0.55,1,160,0,False,none
2024-11-24,CaaS-Node-Type-C,23.06,24.01,Midwest,0.916,0,352,0,False,none
2024-11-25,CaaS-Node-Type-C,22.12,23.06,Midwest,0.885,1,280,1,False,none
2024-11-25,CaaS-Node-Type-A,24.01,24.12,Northeast,0.851,0,267,0,False,none
2024-11-26,CaaS-Node-Type-A,23.12,24.01,Northeast,0.906,1,291,3,False,none
2024-11-26,CaaS-Node-Type-C,23.06,24.01,Northwest,0.915,1,215,2,False,none
2024-11-26,CaaS-Node-Type-B,24.06,24.12,Midwest,0.893,0,248,1,False,none
2024-11-27,CaaS-Node-Type-B,23.12,24.01,South_Central,0.88,0,367,0,False,none
2024-11-27,CaaS-Node-Type-B,22.12,23.12,Northwest,0.857,1,132,2,False,none
2024-11-27,CaaS-Node-Type-A,23.12,24.01,Northwest,0.91,3,130,1,False,none
2024-11-27,CaaS-Node-Type-A,24.01,24.12,Midwest,0.913,2,254,5,False,none
2024-11-28,CaaS-Node-Type-C,24.06,24.12,Southeast,0.953,0,332,5,False,none
2024-11-28,CaaS-Node-Type-A,24.01,24.12,Southeast,0.891,2,183,0,False,none
2024-11-29,CaaS-Node-Type-C,24.01,24.12,Southeast,0.926,1,138,1,False,none
2024-11-29,CaaS-Node-Type-C,23.06,23.12,Southeast,0.935,2,221,0,False,none
2024-11-29,CaaS-Node-Type-A,24.01,24.06,Southwest,0.955,0,374,5,False,none
2024-11-30,CaaS-Node-Type-C,22.12,23.12,Midwest,0.897,0,167,1,False,none
2024-11-30,CaaS-Node-Type-C,24.01,24.12,Northwest,0.93,1,296,0,False,none
2024-12-01,CaaS-Node-Type-B,23.12,24.06,South_Central,0.898,1,205,2,False,none
2024-12-02,CaaS-Node-Type-C,24.01,24.06,Northwest,0.91,0,162,4,False,none
2024-12-02,CaaS-Node-Type-C,24.01,24.12,Southeast,0.933,2,358,2,False,none
2024-12-03,CaaS-Node-Type-C,24.01,24.06,Southwest,0.936,1,148,0,False,none
2024-12-03,CaaS-Node-Type-C,24.06,24.12,Midwest,0.937,2,351,1,False,none
2024-12-04,CaaS-Node-Type-B,22.12,23.06,Northeast,0.837,0,358,0,False,none
2024-12-05,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,1,327,2,False,none
2024-12-05,CaaS-Node-Type-B,24.01,24.12,Southwest,0.88,1,241,0,False,none
2024-12-05,CaaS-Node-Type-C,24.01,24.12,South_Central,0.938,0,325,4,False,none
2024-12-06,CaaS-Node-Type-B,23.12,24.06,South_Central,0.852,0,287,1,False,none
2024-12-06,CaaS-Node-Type-B,24.01,24.12,Southwest,0.87,0,339,1,False,none
2024-12-07,CaaS-Node-Type-C,24.01,24.06,Southwest,0.934,0,335,1,False,none
2024-12-07,CaaS-Node-Type-A,24.01,24.12,Northwest,0.894,0,259,0,False,none
2024-12-07,CaaS-Node-Type-B,24.06,24.12,Midwest,0.86,0,214,3,False,none
2024-12-07,CaaS-Node-Type-B,22.12,23.12,Southeast,0.859,1,362,0,False,none
2024-12-09,CaaS-Node-Type-C,23.06,24.01,Southeast,0.924,0,216,4,False,none
2024-12-09,CaaS-Node-Type-A,22.12,23.06,Southwest,0.93,0,212,0,False,none
2024-12-09,CaaS-Node-Type-A,24.01,24.12,Northwest,0.925,0,356,0,False,none
2024-12-09,CaaS-Node-Type-C,23.12,24.01,Northeast,0.9,2,251,1,False,none
2024-12-09,CaaS-Node-Type-A,22.12,23.06,Northwest,0.885,1,333,0,False,none
2024-12-09,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,2,213,0,False,none
2024-12-09,CaaS-Node-Type-A,23.06,24.01,Southeast,0.885,2,372,2,False,none
2024-12-10,CaaS-Node-Type-A,24.06,24.12,Northwest,0.902,0,246,1,False,none
2024-12-10,CaaS-Node-Type-C,22.12,23.12,South_Central,0.953,0,202,5,False,none
2024-12-10,CaaS-Node-Type-A,24.01,24.12,Midwest,0.888,0,245,3,False,none
2024-12-10,CaaS-Node-Type-A,24.01,24.12,Northeast,0.852,0,331,1,False,none
2024-12-11,CaaS-Node-Type-A,23.06,23.12,Midwest,0.916,1,368,0,False,none
2024-12-12,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,0,262,0,False,none
2024-12-13,CaaS-Node-Type-A,22.12,23.12,Southwest,0.907,2,193,1,False,none
2024-12-15,CaaS-Node-Type-B,22.12,23.06,Southeast,0.904,1,320,1,False,none
2024-12-15,CaaS-Node-Type-A,23.12,24.01,Southeast,0.952,2,343,2,False,none
2024-12-16,CaaS-Node-Type-C,24.01,24.12,Northwest,0.936,0,143,0,False,none
2024-12-16,CaaS-Node-Type-C,22.12,23.12,South_Central,0.889,0,204,0,False,none
2024-12-16,CaaS-Node-Type-B,23.06,24.01,Southwest,0.55,1,150,3,False,none
2024-12-17,CaaS-Node-Type-C,22.12,23.06,South_Central,0.929,0,147,3,False,none
2024-12-17,CaaS-Node-Type-B,24.01,24.06,Northwest,0.872,3,206,2,False,none
2024-12-18,CaaS-Node-Type-C,23.06,23.12,Midwest,0.914,0,380,5,False,none
2024-12-18,CaaS-Node-Type-A,24.01,24.12,Southwest,0.908,0,254,0,False,none
2024-12-18,CaaS-Node-Type-C,23.12,24.01,Northwest,0.938,3,159,0,False,none
2024-12-19,CaaS-Node-Type-B,22.12,23.12,Southwest,0.868,2,273,4,False,none
2024-12-19,CaaS-Node-Type-A,22.12,23.12,Northwest,0.938,0,380,1,False,none
2024-12-20,CaaS-Node-Type-A,22.12,23.12,Northeast,0.855,3,161,12,True,geographic
2024-12-20,CaaS-Node-Type-B,23.12,24.06,Northwest,0.919,0,355,2,False,none
2024-12-21,CaaS-Node-Type-B,23.12,24.06,Southwest,0.862,1,335,0,False,none
2024-12-21,CaaS-Node-Type-C,24.01,24.06,Northeast,0.909,2,271,3,False,none
2024-12-21,CaaS-Node-Type-A,24.01,24.12,Southeast,0.922,1,175,1,False,none
2024-12-22,CaaS-Node-Type-C,23.06,23.12,Northeast,0.867,0,221,3,False,none
2024-12-22,CaaS-Node-Type-A,24.06,24.12,Southeast,0.96,1,314,3,False,none
2024-12-24,CaaS-Node-Type-B,23.12,24.06,Northeast,0.8,0,367,2,False,none
2024-12-24,CaaS-Node-Type-C,24.01,24.06,Northeast,0.869,1,322,0,False,none
2024-12-24,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,3,194,1,False,none
2024-12-24,CaaS-Node-Type-A,23.06,24.01,Midwest,0.959,0,183,0,False,none
2024-12-24,CaaS-Node-Type-B,23.12,24.01,Midwest,0.895,0,199,0,False,none
2024-12-25,CaaS-Node-Type-A,23.12,24.06,Southwest,0.901,1,126,0,False,none
2024-12-25,CaaS-Node-Type-A,24.01,24.06,Southwest,0.91,1,318,0,False,none
2024-12-25,CaaS-Node-Type-A,24.06,24.12,Southeast,0.894,1,244,1,False,none
2024-12-25,CaaS-Node-Type-C,23.06,23.12,Southwest,0.93,1,333,1,False,none
2024-12-25,CaaS-Node-Type-A,23.12,24.06,Northwest,0.91,1,151,1,False,none
2024-12-25,CaaS-Node-Type-B,24.01,24.12,Southwest,0.897,2,160,1,False,none
2024-12-25,CaaS-Node-Type-C,24.01,24.06,Northeast,0.879,0,275,0,False,none
2024-12-26,CaaS-Node-Type-B,24.01,24.12,Midwest,0.867,1,264,1,False,none
2024-12-27,CaaS-Node-Type-B,22.12,23.12,Northeast,0.802,0,125,0,False,none
2024-12-27,CaaS-Node-Type-A,23.12,24.01,Southwest,0.912,3,130,0,False,none
2024-12-28,CaaS-Node-Type-C,23.12,24.06,South_Central,0.896,2,170,1,False,none
2024-12-29,CaaS-Node-Type-B,24.01,24.06,Midwest,0.893,2,304,3,False,none
2024-12-29,CaaS-Node-Type-A,23.12,24.06,South_Central,0.901,1,167,5,False,none
2024-12-30,CaaS-Node-Type-C,23.06,23.12,Northeast,0.84,1,358,0,False,none
2024-12-31,CaaS-Node-Type-C,23.12,24.01,Southwest,0.902,0,262,0,False,none
2025-01-01,CaaS-Node-Type-A,22.12,23.06,Northeast,0.847,0,129,1,False,none
2025-01-02,CaaS-Node-Type-C,22.12,23.06,Southwest,0.884,0,297,1,False,none
2025-01-02,CaaS-Node-Type-C,23.12,24.06,Southeast,0.924,0,313,0,False,none
2025-01-02,CaaS-Node-Type-B,23.06,23.12,Northwest,0.55,0,189,5,False,none
2025-01-03,CaaS-Node-Type-B,24.06,24.12,Southwest,0.864,0,293,0,False,none
2025-01-03,CaaS-Node-Type-A,22.12,23.12,Northeast,0.88,2,271,8,False,none
2025-01-03,CaaS-Node-Type-C,24.01,24.12,Northeast,0.854,0,223,0,False,none
2025-01-03,CaaS-Node-Type-B,24.06,24.12,Midwest,0.878,0,223,0,False,none
2025-01-04,CaaS-Node-Type-C,22.12,23.06,Midwest,0.928,1,335,2,False,none
2025-01-04,CaaS-Node-Type-C,23.06,24.01,Southeast,0.956,2,123,0,False,none
2025-01-04,CaaS-Node-Type-C,22.12,23.06,South_Central,0.882,1,246,0,False,none
2025-01-04,CaaS-Node-Type-A,24.01,24.06,Southwest,0.958,1,215,0,False,none
2025-01-05,CaaS-Node-Type-A,23.12,24.01,Northeast,0.843,0,176,5,False,none
2025-01-06,CaaS-Node-Type-C,23.12,24.06,Northeast,0.91,1,298,3,False,none
2025-01-07,CaaS-Node-Type-C,23.06,24.01,Southeast,0.924,0,278,3,False,none
2025-01-07,CaaS-Node-Type-C,24.01,24.12,Midwest,0.91,1,357,4,False,none
2025-01-08,CaaS-Node-Type-B,22.12,23.06,South_Central,0.872,1,366,5,False,none
2025-01-08,CaaS-Node-Type-B,22.12,23.12,Northwest,0.889,0,173,2,False,none
2025-01-08,CaaS-Node-Type-B,23.12,24.06,Midwest,0.907,0,207,0,False,none
2025-01-08,CaaS-Node-Type-B,22.12,23.06,Southwest,0.854,0,233,1,False,none
2025-01-08,CaaS-Node-Type-B,24.06,24.12,Southeast,0.851,0,236,4,False,none
2025-01-09,CaaS-Node-Type-C,23.06,23.12,Southwest,0.946,0,143,1,False,none
2025-01-09,CaaS-Node-Type-B,24.06,24.12,South_Central,0.908,1,265,2,False,none
2025-01-10,CaaS-Node-Type-A,23.12,24.06,Northwest,0.956,1,380,2,False,none
2025-01-11,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,2,370,3,False,none
2025-01-11,CaaS-Node-Type-A,22.12,23.12,Midwest,0.937,1,317,0,False,none
2025-01-12,CaaS-Node-Type-B,24.01,24.06,Northwest,0.917,2,288,5,False,none
2025-01-12,CaaS-Node-Type-A,23.12,24.01,Midwest,0.926,1,319,2,False,none
2025-01-12,CaaS-Node-Type-C,23.12,24.01,Southwest,0.922,0,341,1,False,none
2025-01-13,CaaS-Node-Type-C,23.12,24.06,South_Central,0.911,0,189,3,False,none
2025-01-13,CaaS-Node-Type-C,22.12,23.06,South_Central,0.936,0,351,2,False,none
2025-01-13,CaaS-Node-Type-C,23.06,23.12,South_Central,0.949,0,245,0,False,none
2025-01-14,CaaS-Node-Type-C,23.12,24.06,Midwest,0.953,3,248,1,False,none
2025-01-14,CaaS-Node-Type-C,23.06,24.01,Northeast,0.847,1,367,2,False,none
2025-01-14,CaaS-Node-Type-A,24.01,24.06,South_Central,0.932,0,343,0,False,none
2025-01-14,CaaS-Node-Type-B,22.12,23.12,Southwest,0.881,1,150,5,False,none
2025-01-15,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,0,323,0,False,none
2025-01-15,CaaS-Node-Type-B,23.12,24.06,Northeast,0.825,1,160,0,False,none
2025-01-16,CaaS-Node-Type-B,24.01,24.12,Northwest,0.917,0,233,5,False,none
2025-01-16,CaaS-Node-Type-C,23.06,24.01,Southeast,0.94,0,168,0,False,none
2025-01-16,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,2,332,3,False,none
2025-01-17,CaaS-Node-Type-C,24.06,24.12,Northwest,0.935,0,188,0,False,none
2025-01-17,CaaS-Node-Type-B,22.12,23.12,Southwest,0.901,1,194,0,False,none
2025-01-19,CaaS-Node-Type-B,24.01,24.06,South_Central,0.899,0,175,1,False,none
2025-01-20,CaaS-Node-Type-A,23.12,24.01,Midwest,0.939,3,189,4,False,none
2025-01-20,CaaS-Node-Type-A,22.12,23.12,Southeast,0.912,0,322,1,False,none
2025-01-20,CaaS-Node-Type-C,24.01,24.06,Southeast,0.894,0,190,0,False,none
2025-01-21,CaaS-Node-Type-C,24.01,24.12,Midwest,0.907,0,236,1,False,none
2025-01-21,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,1,159,4,False,none
2025-01-22,CaaS-Node-Type-C,24.01,24.12,Southwest,0.882,3,161,5,False,none
2025-01-22,CaaS-Node-Type-C,24.01,24.06,Southeast,0.93,3,163,0,False,none
2025-01-22,CaaS-Node-Type-A,22.12,23.12,Northeast,0.847,0,305,3,False,none
2025-01-23,CaaS-Node-Type-B,24.06,24.12,Southwest,0.854,1,229,2,False,none
2025-01-24,CaaS-Node-Type-C,22.12,23.12,Midwest,0.919,1,335,1,False,none
2025-01-25,CaaS-Node-Type-A,24.01,24.12,Midwest,0.953,0,229,2,False,none
2025-01-25,CaaS-Node-Type-B,22.12,23.06,Southwest,0.876,0,273,0,False,none
2025-01-25,CaaS-Node-Type-B,22.12,23.06,South_Central,0.878,1,179,0,False,none
2025-01-25,CaaS-Node-Type-A,23.06,24.01,Southwest,0.896,3,226,5,False,none
2025-01-25,CaaS-Node-Type-C,24.06,24.12,Northwest,0.904,1,123,1,False,none
2025-01-26,CaaS-Node-Type-B,22.12,23.06,Northeast,0.869,2,260,3,False,none
2025-01-26,CaaS-Node-Type-A,23.06,24.01,South_Central,0.881,0,298,5,False,none
2025-01-26,CaaS-Node-Type-A,23.06,23.12,Southwest,0.899,0,358,2,False,none
2025-01-27,CaaS-Node-Type-A,24.01,24.06,South_Central,0.929,3,247,0,False,none
2025-01-27,CaaS-Node-Type-A,22.12,23.12,Northeast,0.908,1,195,8,False,none
2025-01-27,CaaS-Node-Type-A,22.12,23.06,Northeast,0.839,0,273,1,False,none
2025-01-28,CaaS-Node-Type-B,24.06,24.12,South_Central,0.899,1,268,1,False,none
2025-01-28,CaaS-Node-Type-C,24.01,24.12,South_Central,0.951,1,206,4,False,none
2025-01-29,CaaS-Node-Type-C,23.06,23.12,Midwest,0.953,1,366,3,False,none
2025-01-29,CaaS-Node-Type-B,23.12,24.06,Northwest,0.892,0,323,2,False,none
2025-01-29,CaaS-Node-Type-A,23.06,23.12,Northwest,0.89,1,370,0,False,none
2025-01-30,CaaS-Node-Type-C,24.01,24.12,South_Central,0.952,1,239,2,False,none
2025-01-31,CaaS-Node-Type-A,22.12,23.12,South_Central,0.947,0,373,5,False,none
2025-01-31,CaaS-Node-Type-C,24.01,24.12,South_Central,0.919,3,149,2,False,none
2025-02-01,CaaS-Node-Type-A,22.12,23.06,Midwest,0.925,2,320,3,False,none
2025-02-02,CaaS-Node-Type-C,24.01,24.06,South_Central,0.909,1,175,1,False,none
2025-02-02,CaaS-Node-Type-A,23.12,24.01,Northwest,0.935,1,121,5,False,none
2025-02-03,CaaS-Node-Type-B,23.06,24.01,Southwest,0.55,0,245,2,False,none
2025-02-04,CaaS-Node-Type-A,23.06,23.12,Southeast,0.904,0,174,0,False,none
2025-02-04,CaaS-Node-Type-A,23.12,24.06,Southeast,0.936,0,248,0,False,none
2025-02-04,CaaS-Node-Type-A,24.01,24.12,South_Central,0.953,0,238,0,False,none
2025-02-05,CaaS-Node-Type-C,23.06,23.12,Southwest,0.929,1,296,5,False,none
2025-02-05,CaaS-Node-Type-B,23.06,24.01,Southwest,0.55,1,226,2,False,none
2025-02-05,CaaS-Node-Type-A,23.06,24.01,Northeast,0.858,0,220,1,False,none
2025-02-05,CaaS-Node-Type-C,23.06,24.01,South_Central,0.939,0,211,2,False,none
2025-02-06,CaaS-Node-Type-C,23.06,24.01,Southeast,0.951,0,336,0,False,none
2025-02-08,CaaS-Node-Type-C,23.12,24.06,Midwest,0.952,1,335,0,False,none
2025-02-09,CaaS-Node-Type-A,23.12,24.06,Midwest,0.881,0,369,0,False,none
2025-02-09,CaaS-Node-Type-A,24.01,24.06,Northwest,0.915,2,192,0,False,none
2025-02-09,CaaS-Node-Type-A,24.06,24.12,Northeast,0.9,0,375,0,False,none
2025-02-10,CaaS-Node-Type-B,24.01,24.12,South_Central,0.869,2,340,1,False,none
2025-02-10,CaaS-Node-Type-C,23.12,24.01,Northwest,0.926,0,184,0,False,none
2025-02-10,CaaS-Node-Type-C,23.12,24.01,Southeast,0.883,2,253,5,False,none
2025-02-11,CaaS-Node-Type-C,23.06,24.01,South_Central,0.899,0,306,1,False,none
2025-02-11,CaaS-Node-Type-B,24.06,24.12,Northeast,0.84,0,317,0,False,none
2025-02-11,CaaS-Node-Type-B,24.01,24.06,Northeast,0.814,0,185,1,False,none
2025-02-11,CaaS-Node-Type-B,23.12,24.06,Midwest,0.919,1,173,1,False,none
2025-02-12,CaaS-Node-Type-C,22.12,23.06,Southeast,0.918,0,324,0,False,none
2025-02-12,CaaS-Node-Type-A,23.06,23.12,Northwest,0.958,2,323,2,False,none
2025-02-12,CaaS-Node-Type-A,24.01,24.06,Northeast,0.901,1,233,4,False,none
2025-02-12,CaaS-Node-Type-C,23.12,24.01,South_Central,0.941,1,295,2,False,none
2025-02-12,CaaS-Node-Type-C,23.06,23.12,Midwest,0.934,0,303,0,False,none
2025-02-12,CaaS-Node-Type-C,23.12,24.01,Midwest,0.908,0,223,0,False,none
2025-02-12,CaaS-Node-Type-A,23.12,24.06,Northwest,0.898,0,166,2,False,none
2025-02-13,CaaS-Node-Type-A,23.12,24.01,Northeast,0.833,0,250,4,False,none
2025-02-13,CaaS-Node-Type-C,22.12,23.12,Northwest,0.888,0,364,2,False,none
2025-02-13,CaaS-Node-Type-C,24.01,24.06,South_Central,0.881,1,265,1,False,none
2025-02-13,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,3,349,0,False,none
2025-02-13,CaaS-Node-Type-A,23.12,24.01,Northeast,0.84,2,361,1,False,none
2025-02-13,CaaS-Node-Type-C,23.06,24.01,South_Central,0.91,0,310,0,False,none
2025-02-14,CaaS-Node-Type-C,22.12,23.06,Midwest,0.942,1,302,0,False,none
2025-02-14,CaaS-Node-Type-C,23.06,24.01,South_Central,0.894,1,349,3,False,none
2025-02-14,CaaS-Node-Type-C,24.01,24.12,Northeast,0.847,2,251,0,False,none
2025-02-15,CaaS-Node-Type-A,23.12,24.06,Midwest,0.924,2,320,2,False,none
2025-02-15,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,0,160,2,False,none
2025-02-15,CaaS-Node-Type-A,24.01,24.06,Northwest,0.945,3,260,1,False,none
2025-02-16,CaaS-Node-Type-A,23.06,24.01,Northwest,0.897,2,193,0,False,none
2025-02-17,CaaS-Node-Type-C,24.01,24.12,South_Central,0.925,2,374,0,False,none
2025-02-17,CaaS-Node-Type-C,24.01,24.06,Southwest,0.951,0,137,1,False,none
2025-02-17,CaaS-Node-Type-C,23.06,23.12,Midwest,0.895,2,227,3,False,none
2025-02-17,CaaS-Node-Type-A,23.06,24.01,Northwest,0.916,0,204,1,False,none
2025-02-17,CaaS-Node-Type-A,23.06,23.12,Northeast,0.864,1,130,3,False,none
2025-02-18,CaaS-Node-Type-C,23.12,24.06,Northeast,0.894,3,372,1,False,none
2025-02-18,CaaS-Node-Type-B,22.12,23.12,Southeast,0.87,0,139,0,False,none
2025-02-18,CaaS-Node-Type-B,24.01,24.06,Northwest,0.864,0,157,0,False,none
2025-02-19,CaaS-Node-Type-A,23.06,23.12,Southeast,0.924,0,268,0,False,none
2025-02-19,CaaS-Node-Type-B,22.12,23.06,South_Central,0.853,1,217,0,False,none
2025-02-20,CaaS-Node-Type-B,22.12,23.06,Midwest,0.859,1,358,2,False,none
2025-02-21,CaaS-Node-Type-A,24.01,24.12,Southeast,0.914,1,292,0,False,none
2025-02-21,CaaS-Node-Type-B,23.06,23.12,Northwest,0.55,0,183,1,False,none
2025-02-21,CaaS-Node-Type-C,24.06,24.12,Southwest,0.922,1,135,4,False,none
2025-02-21,CaaS-Node-Type-C,24.01,24.06,Midwest,0.948,2,230,5,False,none
2025-02-21,CaaS-Node-Type-A,23.12,24.01,Midwest,0.884,1,269,1,False,none
2025-02-22,CaaS-Node-Type-A,22.12,23.06,Midwest,0.92,1,240,0,False,none
2025-02-22,CaaS-Node-Type-B,23.06,23.12,Northwest,0.55,0,183,5,False,none
2025-02-22,CaaS-Node-Type-B,24.01,24.06,Southeast,0.852,1,318,1,False,none
2025-02-22,CaaS-Node-Type-C,24.01,24.06,Northeast,0.846,1,169,0,False,none
2025-02-23,CaaS-Node-Type-C,23.06,23.12,Southeast,0.916,0,130,5,False,none
2025-02-23,CaaS-Node-Type-C,24.01,24.06,Northwest,0.942,0,172,0,False,none
2025-02-24,CaaS-Node-Type-A,23.06,23.12,Northwest,0.933,2,139,5,False,none
2025-02-24,CaaS-Node-Type-C,23.12,24.06,Southwest,0.919,0,358,2,False,none
2025-02-26,CaaS-Node-Type-C,24.01,24.06,Southeast,0.908,0,290,2,False,none
2025-02-27,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,1,137,1,False,none
2025-02-28,CaaS-Node-Type-A,23.12,24.01,Southeast,0.951,1,143,2,False,none
2025-02-28,CaaS-Node-Type-C,23.12,24.01,Northeast,0.854,3,176,2,False,none
2025-03-01,CaaS-Node-Type-B,22.12,23.12,Northeast,0.858,2,287,2,False,none
2025-03-01,CaaS-Node-Type-B,23.12,24.06,Northeast,0.811,0,162,0,False,none
2025-03-01,CaaS-Node-Type-B,24.06,24.12,South_Central,0.88,2,227,0,False,none
2025-03-02,CaaS-Node-Type-C,22.12,23.12,Southeast,0.95,0,268,1,False,none
2025-03-02,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,0,262,4,False,none
2025-03-03,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,0,197,1,False,none
2025-03-03,CaaS-Node-Type-A,23.06,23.12,South_Central,0.889,0,233,1,False,none
2025-03-04,CaaS-Node-Type-A,23.06,24.01,Northeast,0.843,0,248,3,False,none
2025-03-04,CaaS-Node-Type-B,24.06,24.12,Southeast,0.912,0,260,0,False,none
2025-03-04,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,0,344,0,False,none
2025-03-04,CaaS-Node-Type-C,23.12,24.06,Northwest,0.906,2,340,4,False,none
2025-03-05,CaaS-Node-Type-C,24.06,24.12,Northeast,0.903,0,305,3,False,none
2025-03-06,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,1,212,5,False,none
2025-03-06,CaaS-Node-Type-C,23.12,24.01,Southeast,0.903,2,222,4,False,none
2025-03-07,CaaS-Node-Type-B,23.12,24.06,Northwest,0.919,1,167,0,False,none
2025-03-08,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,235,2,False,none
2025-03-09,CaaS-Node-Type-C,23.12,24.06,Northeast,0.851,0,146,0,False,none
2025-03-09,CaaS-Node-Type-C,22.12,23.12,South_Central,0.952,1,295,2,False,none
2025-03-09,CaaS-Node-Type-B,24.06,24.12,Northeast,0.858,0,232,2,False,none
2025-03-10,CaaS-Node-Type-C,23.12,24.01,Southeast,0.887,0,339,4,False,none
