site_id,region,state,lat,lon,site_type,device_type,current_firmware,target_firmware,device_age_months,incident_count_12m,last_cert_status,last_cert_date,schema_version,ansible_version,openshift_version,vendor_sla_tier,risk_score,risk_tier,wave_assignment
VZ-SO-NSH-03205,Southeast,TN,35.887,-87.1602,suburban,CaaS-Node-Type-A,22.12,24.12,52,0,PASS,2025-10-20,v1.12.0,2.15.4,4.12.4,standard,0.342,medium,wave_1
VZ-SO-COL-03206,Southeast,SC,33.7378,-80.799,urban_macro,CaaS-Node-Type-C,24.06,24.12,47,1,PASS,2025-09-09,v1.15.0,2.13.7,4.14.10,standard,0.273,medium,wave_1
VZ-SO-CHS-03207,Southeast,SC,33.0238,-80.2185,suburban,CaaS-Node-Type-A,23.06,24.12,41,2,PASS,2025-11-23,v1.13.0,2.15.1,4.15.5,standard,0.33,medium,wave_1
VZ-SO-ORL-03208,Southeast,FL,28.5804,-81.1259,urban_macro,CaaS-Node-Type-C,24.06,24.12,15,2,PASS,2025-11-02,v1.15.0,2.14.10,4.16.1,standard,0.271,medium,wave_1
VZ-SO-MGM-03209,Southeast,AL,32.8122,-85.9138,rural_remote,CaaS-Node-Type-B,23.12,24.12,14,0,PASS,2025-11-08,v1.14.0,2.15.4,4.12.4,premium,0.284,medium,wave_1
VZ-SO-SAV-03210,Southeast,GA,32.2204,-80.7367,urban_macro,CaaS-Node-Type-A,22.12,24.12,49,2,PASS,2025-07-22,v1.12.0,2.14.3,4.14.2,platinum,0.251,medium,wave_1
VZ-SO-NSH-03211,Southeast,TN,36.01,-86.836,urban_macro,CaaS-Node-Type-B,22.12,24.12,10,1,PASS,2025-11-16,v1.12.0,2.14.3,4.12.4,standard,0.286,medium,wave_1
VZ-SO-CLT-03212,Southeast,NC,35.6241,-80.9795,urban_macro,CaaS-Node-Type-C,24.12,24.12,36,2,PASS,2025-07-26,v1.16.0,2.13.7,4.13.8,standard,0.339,medium,wave_1
VZ-SO-RIC-03213,Southeast,VA,37.5256,-77.5443,dense_urban,CaaS-Node-Type-B,23.12,24.12,45,2,PASS,2025-08-24,v1.14.0,2.14.10,4.15.5,standard,0.248,medium,wave_1
VZ-SO-CLT-03214,Southeast,NC,35.1982,-80.7627,suburban,CaaS-Node-Type-B,23.12,24.12,36,2,CONDITIONAL_PASS,2025-07-27,v1.14.0,2.14.10,4.14.2,premium,0.364,medium,wave_1
VZ-SO-SAV-03215,Southeast,GA,32.1152,-80.9791,suburban,CaaS-Node-Type-B,24.12,24.12,21,2,CONDITIONAL_PASS,2025-10-27,v1.16.0,2.15.1,4.15.5,standard,0.31,medium,wave_1
VZ-SO-TPA-03216,Southeast,FL,27.7126,-82.5574,suburban,CaaS-Node-Type-B,24.06,24.12,41,1,PASS,2025-11-13,v1.15.0,2.13.7,4.15.5,premium,0.325,medium,wave_1
VZ-SO-CRW-03217,Southeast,WV,38.2813,-81.5742,suburban,CaaS-Node-Type-A,24.12,24.12,15,2,PASS,2025-07-24,v1.16.0,2.15.4,4.14.2,premium,0.271,medium,wave_1
VZ-SO-COL-03218,Southeast,SC,34.2572,-81.2478,suburban,CaaS-Node-Type-A,24.01,24.12,36,0,PASS,2025-12-05,v1.14.0,2.15.1,4.12.4,standard,0.262,medium,wave_1
VZ-SO-NSH-03219,Southeast,TN,35.94,-86.4871,suburban,CaaS-Node-Type-A,24.01,24.12,11,1,PASS,2025-11-08,v1.14.0,2.14.10,4.14.10,premium,0.227,medium,wave_1
VZ-SO-RAL-03220,Southeast,NC,35.7336,-78.9367,urban_macro,CaaS-Node-Type-B,24.12,24.12,22,1,PASS,2025-11-23,v1.16.0,2.13.7,4.15.5,premium,0.39,medium,wave_1
VZ-SO-MEM-03221,Southeast,TN,35.1809,-90.0667,urban_macro,CaaS-Node-Type-A,24.06,24.12,30,0,PASS,2025-12-20,v1.15.0,2.15.4,4.16.1,standard,0.319,medium,wave_1
VZ-SO-NSH-03222,Southeast,TN,36.067,-86.3779,urban_macro,CaaS-Node-Type-C,24.12,24.12,38,2,PASS,2025-10-27,v1.16.0,2.15.1,4.14.10,standard,0.357,medium,wave_1
VZ-SO-BHM-03223,Southeast,AL,33.2318,-86.8947,suburban,CaaS-Node-Type-B,24.06,24.12,41,1,PASS,2025-08-25,v1.15.0,2.14.3,4.15.5,standard,0.381,medium,wave_1
VZ-SO-MIA-03224,Southeast,FL,26.1563,-80.5136,urban_macro,CaaS-Node-Type-C,23.06,24.12,51,2,PASS,2025-11-09,v1.13.0,2.14.10,4.14.2,standard,0.268,medium,wave_1
VZ-SO-RIC-03225,Southeast,VA,37.118,-77.6045,urban_macro,CaaS-Node-Type-A,23.12,24.12,23,1,CONDITIONAL_PASS,2025-09-04,v1.14.0,2.16.0,4.14.10,standard,0.333,medium,wave_1
VZ-SO-ORL-03226,Southeast,FL,28.9028,-81.2423,suburban,CaaS-Node-Type-C,24.06,24.12,41,2,PASS,2025-11-06,v1.15.0,2.13.7,4.16.1,standard,0.258,medium,wave_1
VZ-SO-MIA-03227,Southeast,FL,25.6315,-79.8692,urban_macro,CaaS-Node-Type-A,23.12,24.12,30,1,PASS,2025-11-02,v1.14.0,2.13.7,4.15.5,standard,0.328,medium,wave_1
VZ-SO-CLT-03228,Southeast,NC,34.9464,-80.586,suburban,CaaS-Node-Type-A,24.06,24.12,8,1,PASS,2025-09-21,v1.15.0,2.15.4,4.16.1,standard,0.233,medium,wave_1
VZ-SO-ATL-03229,Southeast,GA,33.715,-84.3725,rural_remote,CaaS-Node-Type-C,23.06,24.12,19,1,PASS,2025-11-24,v1.13.0,2.14.3,4.13.8,standard,0.384,medium,wave_1
VZ-SO-NSH-03230,Southeast,TN,36.105,-86.4743,dense_urban,CaaS-Node-Type-A,23.06,24.12,13,2,PASS,2025-10-13,v1.13.0,2.13.7,4.14.10,premium,0.361,medium,wave_1
VZ-SO-SAV-03231,Southeast,GA,32.4267,-80.7841,suburban,CaaS-Node-Type-C,24.06,24.12,11,2,PASS,2025-08-03,v1.15.0,2.13.7,4.16.1,premium,0.222,medium,wave_1
VZ-SO-NOR-03232,Southeast,VA,37.1998,-76.1344,rural_remote,CaaS-Node-Type-B,23.12,24.12,16,0,PASS,2025-09-23,v1.14.0,2.14.10,4.14.2,standard,0.4,medium,wave_1
VZ-SO-JAX-03233,Southeast,FL,29.9969,-81.5125,urban_macro,CaaS-Node-Type-A,24.06,24.12,42,1,PASS,2025-12-06,v1.15.0,2.14.10,4.16.1,standard,0.288,medium,wave_1
VZ-SO-CRW-03234,Southeast,WV,38.4557,-81.4478,rural_remote,CaaS-Node-Type-B,24.01,24.12,27,2,PASS,2025-08-11,v1.14.0,2.16.0,4.14.2,premium,0.273,medium,wave_1
VZ-SO-NSH-03235,Southeast,TN,36.2793,-86.364,suburban,CaaS-Node-Type-B,24.06,24.12,42,2,PASS,2025-12-01,v1.15.0,2.15.4,4.12.4,premium,0.363,medium,wave_1
VZ-SO-RAL-03236,Southeast,NC,36.0336,-78.189,urban_macro,CaaS-Node-Type-A,24.06,24.12,58,1,PASS,2025-09-25,v1.15.0,2.16.0,4.14.2,premium,0.257,medium,wave_1
VZ-SO-CRW-03237,Southeast,WV,38.6823,-81.797,rural_remote,CaaS-Node-Type-A,24.12,24.12,16,2,PASS,2025-12-11,v1.16.0,2.15.1,4.16.1,standard,0.354,medium,wave_1
VZ-SO-ATL-03238,Southeast,GA,33.3525,-84.2829,suburban,CaaS-Node-Type-B,24.01,24.12,14,0,PASS,2025-09-25,v1.14.0,2.14.3,4.16.1,standard,0.359,medium,wave_1
VZ-SO-NSH-03239,Southeast,TN,35.9273,-87.2306,rural_remote,CaaS-Node-Type-A,24.01,24.12,32,1,PASS,2025-09-09,v1.14.0,2.14.3,4.15.5,standard,0.355,medium,wave_1
VZ-SO-NSH-03240,Southeast,TN,35.9415,-87.2164,suburban,CaaS-Node-Type-B,23.06,24.12,54,0,PASS,2025-07-16,v1.13.0,2.14.3,4.12.4,premium,0.277,medium,wave_1
VZ-SO-NSH-03241,Southeast,TN,36.3288,-86.708,suburban,CaaS-Node-Type-C,23.12,24.12,25,2,PASS,2025-08-24,v1.14.0,2.15.1,4.13.8,standard,0.33,medium,wave_1
VZ-SO-NSH-03242,Southeast,TN,36.3259,-86.5395,suburban,CaaS-Node-Type-A,23.12,24.12,54,1,PASS,2025-09-20,v1.14.0,2.15.1,4.14.2,premium,0.379,medium,wave_1
VZ-SO-RIC-03243,Southeast,VA,37.5824,-77.6883,suburban,CaaS-Node-Type-C,23.12,24.12,23,2,PASS,2025-07-01,v1.14.0,2.14.10,4.12.4,platinum,0.265,medium,wave_1
VZ-SO-CRW-03244,Southeast,WV,38.3574,-81.3969,suburban,CaaS-Node-Type-B,24.01,24.12,19,2,CONDITIONAL_PASS,2025-11-11,v1.14.0,2.16.0,4.15.5,standard,0.213,medium,wave_1
VZ-SO-RIC-03245,Southeast,VA,37.5573,-77.8751,rural_remote,CaaS-Node-Type-C,24.01,24.12,43,1,PASS,2025-11-28,v1.14.0,2.15.4,4.14.2,standard,0.33,medium,wave_1
VZ-SO-MIA-03246,Southeast,FL,26.061,-79.9635,rural_remote,CaaS-Node-Type-A,24.01,24.12,50,1,PASS,2025-10-01,v1.14.0,2.14.3,4.14.10,standard,0.282,medium,wave_1
VZ-SO-LOU-03247,Southeast,KY,38.5292,-85.7517,urban_macro,CaaS-Node-Type-A,24.01,24.12,29,0,PASS,2025-07-22,v1.14.0,2.15.1,4.14.2,premium,0.315,medium,wave_1
VZ-SO-ATL-03248,Southeast,GA,33.3401,-84.4776,urban_macro,CaaS-Node-Type-C,24.12,24.12,37,1,PASS,2025-10-27,v1.16.0,2.15.4,4.14.2,standard,0.214,medium,wave_1
VZ-SO-NOR-03249,Southeast,VA,36.5719,-76.5849,suburban,CaaS-Node-Type-A,24.01,24.12,24,1,PASS,2025-12-04,v1.14.0,2.13.7,4.15.5,premium,0.301,medium,wave_1
VZ-SO-MIA-03250,Southeast,FL,25.4204,-80.479,urban_macro,CaaS-Node-Type-C,24.06,24.12,39,0,PASS,2025-07-24,v1.15.0,2.16.0,4.14.2,platinum,0.394,medium,wave_1
VZ-SO-MGM-03251,Southeast,AL,32.0035,-86.1829,suburban,CaaS-Node-Type-C,24.01,24.12,34,1,PASS,2025-10-23,v1.14.0,2.14.10,4.13.8,standard,0.398,medium,wave_1
VZ-SO-MGM-03252,Southeast,AL,32.2592,-85.8679,suburban,CaaS-Node-Type-B,24.01,24.12,14,2,PASS,2025-08-01,v1.14.0,2.13.7,4.16.1,standard,0.355,medium,wave_1
VZ-SO-CRW-03253,Southeast,WV,38.0989,-82.0011,suburban,CaaS-Node-Type-A,24.01,24.12,10,0,PASS,2025-07-26,v1.14.0,2.15.1,4.16.1,premium,0.304,medium,wave_1
VZ-SO-CLT-03254,Southeast,NC,35.6316,-80.7982,urban_macro,CaaS-Node-Type-A,23.12,24.12,43,2,PASS,2025-08-07,v1.14.0,2.14.10,4.14.10,premium,0.286,medium,wave_1
VZ-SO-CHS-03255,Southeast,SC,33.2134,-79.9543,dense_urban,CaaS-Node-Type-A,22.12,24.12,33,0,PASS,2025-08-16,v1.12.0,2.15.4,4.15.5,premium,0.392,medium,wave_1
VZ-SO-SAV-03256,Southeast,GA,31.6961,-81.4312,rural_remote,CaaS-Node-Type-A,23.06,24.12,18,2,PASS,2025-10-20,v1.13.0,2.15.4,4.16.1,standard,0.336,medium,wave_1
VZ-SO-TPA-03257,Southeast,FL,28.0904,-82.4967,suburban,CaaS-Node-Type-B,24.06,24.12,25,1,PASS,2025-12-11,v1.15.0,2.14.10,4.14.10,premium,0.339,medium,wave_1
VZ-SO-RIC-03258,Southeast,VA,37.624,-77.0882,suburban,CaaS-Node-Type-C,23.12,24.12,48,1,PASS,2025-11-25,v1.14.0,2.14.10,4.14.10,platinum,0.271,medium,wave_1
VZ-SO-JAX-03259,Southeast,FL,30.6323,-82.087,urban_macro,CaaS-Node-Type-B,24.01,24.12,47,2,PASS,2025-10-17,v1.14.0,2.16.0,4.14.10,standard,0.251,medium,wave_1
VZ-SO-CLT-03260,Southeast,NC,35.4709,-80.8089,suburban,CaaS-Node-Type-A,24.06,24.12,20,1,PASS,2025-11-27,v1.15.0,2.13.7,4.14.10,premium,0.215,medium,wave_1
VZ-SO-MIA-03261,Southeast,FL,25.3328,-80.2884,rural_remote,CaaS-Node-Type-C,23.12,24.12,24,1,PASS,2025-11-14,v1.14.0,2.16.0,4.12.4,platinum,0.364,medium,wave_1
VZ-SO-CLT-03262,Southeast,NC,35.2532,-80.9858,urban_macro,CaaS-Node-Type-A,24.12,24.12,17,2,PASS,2025-09-17,v1.16.0,2.15.1,4.13.8,platinum,0.247,medium,wave_1
VZ-SO-RAL-03263,Southeast,NC,35.9462,-78.3092,urban_macro,CaaS-Node-Type-B,24.12,24.12,58,2,PASS,2025-12-21,v1.16.0,2.16.0,4.15.5,premium,0.315,medium,wave_1
VZ-SO-JAX-03264,Southeast,FL,29.9788,-81.4111,rural_remote,CaaS-Node-Type-B,23.12,24.12,52,0,PASS,2025-12-27,v1.14.0,2.15.1,4.13.8,standard,0.396,medium,wave_1
VZ-SO-ATL-03265,Southeast,GA,33.6997,-84.2059,dense_urban,CaaS-Node-Type-B,22.12,24.12,41,0,CONDITIONAL_PASS,2025-10-14,v1.12.0,2.14.3,4.14.2,standard,0.372,medium,wave_1
VZ-SO-NSH-03266,Southeast,TN,35.8497,-86.8552,urban_macro,CaaS-Node-Type-A,24.06,24.12,15,0,PASS,2025-10-18,v1.15.0,2.16.0,4.14.10,standard,0.355,medium,wave_1
VZ-SO-COL-03267,Southeast,SC,33.637,-81.0568,urban_macro,CaaS-Node-Type-A,24.12,24.12,27,1,PASS,2025-12-15,v1.16.0,2.14.3,4.14.2,standard,0.274,medium,wave_1
VZ-SO-RIC-03268,Southeast,VA,37.4905,-77.5442,rural_remote,CaaS-Node-Type-B,24.01,24.12,52,1,PASS,2025-08-22,v1.14.0,2.14.10,4.12.4,standard,0.364,medium,wave_1
VZ-SO-BHM-03269,Southeast,AL,33.0992,-86.6078,suburban,CaaS-Node-Type-C,24.06,24.12,50,1,PASS,2025-09-22,v1.15.0,2.15.4,4.14.2,premium,0.216,medium,wave_1
VZ-SO-ORL-03270,Southeast,FL,28.6993,-81.1128,suburban,CaaS-Node-Type-C,23.12,24.12,57,0,PASS,2025-12-22,v1.14.0,2.14.3,4.13.8,standard,0.39,medium,wave_1
VZ-SO-COL-03271,Southeast,SC,33.9851,-81.04,dense_urban,CaaS-Node-Type-A,24.01,24.12,12,2,PASS,2025-12-20,v1.14.0,2.14.10,4.16.1,premium,0.331,medium,wave_1
VZ-SO-RAL-03272,Southeast,NC,35.5367,-78.3882,urban_macro,CaaS-Node-Type-C,23.06,24.12,16,2,PASS,2025-07-14,v1.13.0,2.16.0,4.15.5,standard,0.34,medium,wave_1
VZ-SO-MGM-03273,Southeast,AL,32.287,-86.1622,urban_macro,CaaS-Node-Type-C,23.06,24.12,44,2,PASS,2025-12-17,v1.13.0,2.14.3,4.14.2,premium,0.389,medium,wave_1
VZ-SO-CLT-03274,Southeast,NC,35.1438,-81.0035,suburban,CaaS-Node-Type-B,24.06,24.12,41,1,PASS,2025-08-10,v1.15.0,2.14.10,4.16.1,standard,0.33,medium,wave_1
VZ-SO-MGM-03275,Southeast,AL,32.3466,-86.6279,urban_macro,CaaS-Node-Type-C,24.01,24.12,26,0,PASS,2025-10-10,v1.14.0,2.16.0,4.13.8,standard,0.287,medium,wave_1
VZ-SO-CRW-03276,Southeast,WV,38.1124,-81.8109,urban_macro,CaaS-Node-Type-B,24.01,24.12,48,0,PASS,2025-10-22,v1.14.0,2.16.0,4.15.5,standard,0.274,medium,wave_1
VZ-SO-COL-03277,Southeast,SC,33.8598,-81.0086,suburban,CaaS-Node-Type-A,23.06,24.12,38,0,PASS,2025-08-11,v1.13.0,2.14.3,4.16.1,premium,0.374,medium,wave_1
VZ-SO-LOU-03278,Southeast,KY,38.6231,-85.8545,urban_macro,CaaS-Node-Type-B,23.12,24.12,24,0,PASS,2025-12-09,v1.14.0,2.15.1,4.14.10,standard,0.395,medium,wave_1
VZ-SO-SAV-03279,Southeast,GA,32.3957,-81.425,urban_macro,CaaS-Node-Type-B,24.01,24.12,41,1,CONDITIONAL_PASS,2025-11-06,v1.14.0,2.14.10,4.12.4,standard,0.232,medium,wave_1
VZ-SO-RAL-03280,Southeast,NC,35.664,-78.4969,suburban,CaaS-Node-Type-B,23.12,24.12,24,2,PASS,2025-09-01,v1.14.0,2.14.10,4.14.10,standard,0.345,medium,wave_1
VZ-SO-NSH-03281,Southeast,TN,36.351,-86.3721,urban_macro,CaaS-Node-Type-B,24.01,24.12,42,1,PASS,2025-11-22,v1.14.0,2.14.3,4.14.10,standard,0.232,medium,wave_1
VZ-SO-NOR-03282,Southeast,VA,36.883,-76.5245,urban_macro,CaaS-Node-Type-A,23.12,24.12,19,2,PASS,2025-09-12,v1.14.0,2.15.4,4.15.5,standard,0.358,medium,wave_1
VZ-SO-MIA-03283,Southeast,FL,25.9087,-79.8498,rural_remote,CaaS-Node-Type-C,23.12,24.12,39,1,PASS,2025-10-04,v1.14.0,2.13.7,4.12.4,premium,0.277,medium,wave_1
VZ-SO-LEX-03284,Southeast,KY,38.1808,-84.9244,urban_macro,CaaS-Node-Type-A,24.06,24.12,37,0,PASS,2025-07-21,v1.15.0,2.15.4,4.15.5,premium,0.335,medium,wave_1
VZ-SO-RAL-03285,Southeast,NC,36.1762,-78.8062,urban_macro,CaaS-Node-Type-A,24.01,24.12,53,0,PASS,2025-10-03,v1.14.0,2.15.1,4.14.10,premium,0.236,medium,wave_1
VZ-SO-NSH-03286,Southeast,TN,36.0594,-86.7799,urban_macro,CaaS-Node-Type-A,24.06,24.12,46,0,PASS,2025-10-10,v1.15.0,2.15.4,4.14.2,standard,0.228,medium,wave_1
VZ-SO-CRW-03287,Southeast,WV,37.9016,-81.9095,urban_macro,CaaS-Node-Type-C,24.12,24.12,56,2,PASS,2025-11-21,v1.16.0,2.15.1,4.14.2,premium,0.24,medium,wave_1
VZ-SO-BHM-03288,Southeast,AL,33.3618,-86.5864,urban_macro,CaaS-Node-Type-A,24.06,24.12,23,1,PASS,2025-10-21,v1.15.0,2.15.1,4.13.8,standard,0.271,medium,wave_1
VZ-SO-SAV-03289,Southeast,GA,31.8451,-80.7505,suburban,CaaS-Node-Type-A,23.06,24.12,34,0,CONDITIONAL_PASS,2025-09-19,v1.13.0,2.16.0,4.12.4,premium,0.315,medium,wave_1
VZ-SO-LOU-03290,Southeast,KY,38.263,-86.2023,suburban,CaaS-Node-Type-A,22.12,24.12,20,1,PASS,2025-10-28,v1.12.0,2.15.1,4.16.1,standard,0.314,medium,wave_1
VZ-SO-ATL-03291,Southeast,GA,33.345,-84.1578,urban_macro,CaaS-Node-Type-A,24.01,24.12,11,2,PASS,2025-11-24,v1.14.0,2.14.3,4.13.8,premium,0.355,medium,wave_1
VZ-SO-LEX-03292,Southeast,KY,38.0112,-84.1034,dense_urban,CaaS-Node-Type-A,23.06,24.12,25,0,PASS,2025-07-19,v1.13.0,2.13.7,4.14.10,standard,0.396,medium,wave_1
VZ-SO-ATL-03293,Southeast,GA,33.7079,-84.7173,suburban,CaaS-Node-Type-B,24.06,24.12,52,2,PASS,2025-08-22,v1.15.0,2.14.3,4.14.2,standard,0.366,medium,wave_1
VZ-SO-RAL-03294,Southeast,NC,35.6053,-78.9375,suburban,CaaS-Node-Type-C,23.12,24.12,45,2,PASS,2025-12-09,v1.14.0,2.14.10,4.15.5,standard,0.303,medium,wave_1
VZ-SO-ATL-03295,Southeast,GA,33.9931,-84.1662,suburban,CaaS-Node-Type-C,23.12,24.12,41,2,PASS,2025-08-17,v1.14.0,2.14.10,4.14.10,premium,0.371,medium,wave_1
VZ-SO-CRW-03296,Southeast,WV,38.6342,-81.9949,urban_macro,CaaS-Node-Type-B,24.06,24.12,9,1,PASS,2025-10-12,v1.15.0,2.16.0,4.16.1,standard,0.383,medium,wave_1
VZ-SO-MGM-03297,Southeast,AL,32.0069,-86.1101,urban_macro,CaaS-Node-Type-B,24.06,24.12,58,2,PASS,2025-09-03,v1.15.0,2.15.4,4.14.2,premium,0.388,medium,wave_1
VZ-SO-SAV-03298,Southeast,GA,32.2178,-81.3728,urban_macro,CaaS-Node-Type-B,24.12,24.12,47,2,PASS,2025-09-28,v1.16.0,2.15.4,4.12.4,premium,0.228,medium,wave_1
VZ-SO-LOU-03299,Southeast,KY,38.6598,-85.3459,urban_macro,CaaS-Node-Type-B,23.06,24.12,25,1,PASS,2025-12-16,v1.13.0,2.14.10,4.12.4,premium,0.267,medium,wave_1
VZ-SO-LEX-03300,Southeast,KY,38.3725,-84.5749,urban_macro,CaaS-Node-Type-B,24.06,24.12,33,1,PASS,2025-10-22,v1.15.0,2.13.7,4.12.4,standard,0.37,medium,wave_1
VZ-SO-MIA-03301,Southeast,FL,25.6316,-79.9199,urban_macro,CaaS-Node-Type-A,24.12,24.12,26,0,CONDITIONAL_PASS,2025-09-15,v1.16.0,2.14.3,4.16.1,platinum,0.335,medium,wave_1
VZ-SO-ATL-03302,Southeast,GA,33.5962,-83.943,urban_macro,CaaS-Node-Type-C,24.06,24.12,48,1,PASS,2025-11-09,v1.15.0,2.15.4,4.16.1,standard,0.343,medium,wave_1
VZ-SO-TPA-03303,Southeast,FL,27.8061,-82.3192,dense_urban,CaaS-Node-Type-A,24.06,24.12,32,0,PASS,2025-11-21,v1.15.0,2.14.10,4.14.10,premium,0.246,medium,wave_1
VZ-SO-MIA-03304,Southeast,FL,25.4336,-79.8217,rural_remote,CaaS-Node-Type-A,24.06,24.12,33,2,PASS,2025-12-09,v1.15.0,2.13.7,4.15.5,platinum,0.236,medium,wave_1
VZ-SO-NOR-03305,Southeast,VA,37.021,-75.9281,suburban,CaaS-Node-Type-C,24.01,24.12,39,1,PASS,2025-07-22,v1.14.0,2.14.10,4.14.10,standard,0.256,medium,wave_1
VZ-SO-LOU-03306,Southeast,KY,38.3456,-85.3582,suburban,CaaS-Node-Type-A,24.06,24.12,11,0,PASS,2025-08-09,v1.15.0,2.14.10,4.16.1,premium,0.368,medium,wave_1
VZ-SO-JAX-03307,Southeast,FL,30.3366,-81.3677,rural_remote,CaaS-Node-Type-C,23.06,24.12,51,0,PASS,2025-11-16,v1.13.0,2.15.1,4.13.8,standard,0.213,medium,wave_1
VZ-SO-MGM-03308,Southeast,AL,32.8226,-86.0605,urban_macro,CaaS-Node-Type-C,24.12,24.12,38,1,PASS,2025-12-12,v1.16.0,2.14.10,4.15.5,standard,0.295,medium,wave_1
VZ-SO-NSH-03309,Southeast,TN,36.5594,-86.4425,urban_macro,CaaS-Node-Type-A,24.06,24.12,35,1,PASS,2025-10-17,v1.15.0,2.15.1,4.14.2,premium,0.394,medium,wave_1
VZ-SO-CRW-03310,Southeast,WV,38.3255,-81.8809,urban_macro,CaaS-Node-Type-A,23.06,24.12,30,1,PASS,2025-08-08,v1.13.0,2.15.4,4.15.5,standard,0.26,medium,wave_1
VZ-SO-LEX-03311,Southeast,KY,37.8296,-84.3897,urban_macro,CaaS-Node-Type-B,23.12,24.12,8,1,PASS,2025-09-12,v1.14.0,2.16.0,4.16.1,standard,0.341,medium,wave_1
VZ-SO-CLT-03312,Southeast,NC,35.2112,-80.9084,suburban,CaaS-Node-Type-C,24.01,24.12,12,2,PASS,2025-07-07,v1.14.0,2.15.1,4.14.2,premium,0.285,medium,wave_1
VZ-SO-MEM-03313,Southeast,TN,34.9926,-90.2475,urban_macro,CaaS-Node-Type-A,24.01,24.12,14,2,PASS,2025-12-05,v1.14.0,2.15.4,4.16.1,premium,0.378,medium,wave_1
VZ-SO-RIC-03314,Southeast,VA,37.7376,-77.8131,urban_macro,CaaS-Node-Type-A,23.06,24.12,52,1,PASS,2025-09-27,v1.13.0,2.13.7,4.14.2,standard,0.359,medium,wave_1
VZ-SO-MIA-03315,Southeast,FL,26.0912,-80.174,urban_macro,CaaS-Node-Type-B,24.01,24.12,24,0,PASS,2025-09-16,v1.14.0,2.15.4,4.13.8,platinum,0.319,medium,wave_1
VZ-SO-COL-03316,Southeast,SC,34.2442,-81.1308,urban_macro,CaaS-Node-Type-C,24.01,24.12,21,2,PASS,2025-12-24,v1.14.0,2.15.4,4.16.1,standard,0.225,medium,wave_1
VZ-SO-RIC-03317,Southeast,VA,37.4355,-77.0152,urban_macro,CaaS-Node-Type-A,24.06,24.12,42,1,PASS,2025-10-21,v1.15.0,2.16.0,4.12.4,platinum,0.36,medium,wave_1
VZ-SO-RIC-03318,Southeast,VA,37.8442,-77.2236,urban_macro,CaaS-Node-Type-B,22.12,24.12,28,0,PASS,2025-10-01,v1.12.0,2.16.0,4.14.10,standard,0.235,medium,wave_1
VZ-SO-ATL-03319,Southeast,GA,34.115,-83.9425,suburban,CaaS-Node-Type-B,24.12,24.12,29,2,PASS,2025-10-14,v1.16.0,2.14.10,4.15.5,premium,0.355,medium,wave_1
VZ-SO-TPA-03320,Southeast,FL,28.0769,-82.533,suburban,CaaS-Node-Type-A,22.12,24.12,41,0,PASS,2025-11-23,v1.12.0,2.14.10,4.15.5,platinum,0.25,medium,wave_1
VZ-SO-TPA-03321,Southeast,FL,27.6545,-82.6949,suburban,CaaS-Node-Type-B,23.12,24.12,45,2,PASS,2025-09-23,v1.14.0,2.16.0,4.13.8,standard,0.244,medium,wave_1
VZ-SO-NSH-03322,Southeast,TN,36.4657,-87.1618,dense_urban,CaaS-Node-Type-A,23.12,24.12,19,2,PASS,2025-09-04,v1.14.0,2.14.10,4.15.5,standard,0.357,medium,wave_1
VZ-SO-MGM-03323,Southeast,AL,32.1102,-86.3115,suburban,CaaS-Node-Type-A,23.12,24.12,37,1,PASS,2025-08-17,v1.14.0,2.13.7,4.14.10,standard,0.392,medium,wave_1
VZ-SO-NOR-03324,Southeast,VA,36.7499,-75.9885,dense_urban,CaaS-Node-Type-A,23.12,24.12,51,1,PASS,2025-12-13,v1.14.0,2.14.3,4.13.8,premium,0.333,medium,wave_1
VZ-SO-BHM-03325,Southeast,AL,33.3186,-86.6211,urban_macro,CaaS-Node-Type-B,24.01,24.12,43,2,CONDITIONAL_PASS,2025-08-11,v1.14.0,2.14.10,4.16.1,premium,0.217,medium,wave_1
VZ-SO-JAX-03326,Southeast,FL,30.1243,-81.5299,urban_macro,CaaS-Node-Type-B,24.12,24.12,14,1,PASS,2025-10-17,v1.16.0,2.14.10,4.16.1,premium,0.248,medium,wave_1
VZ-SO-COL-03327,Southeast,SC,34.0286,-81.3297,urban_macro,CaaS-Node-Type-A,24.12,24.12,17,2,CONDITIONAL_PASS,2025-12-16,v1.16.0,2.14.3,4.14.2,standard,0.273,medium,wave_1
VZ-SO-NSH-03328,Southeast,TN,36.5475,-86.3921,urban_macro,CaaS-Node-Type-C,24.12,24.12,10,1,PASS,2025-08-20,v1.16.0,2.14.10,4.14.2,premium,0.393,medium,wave_1
VZ-SO-ATL-03329,Southeast,GA,33.7249,-84.0769,dense_urban,CaaS-Node-Type-A,23.12,24.12,40,1,PASS,2025-11-26,v1.14.0,2.16.0,4.13.8,standard,0.281,medium,wave_1
VZ-SO-MEM-03330,Southeast,TN,35.5545,-90.1373,suburban,CaaS-Node-Type-B,24.01,24.12,12,2,PASS,2025-08-20,v1.14.0,2.15.1,4.14.2,standard,0.316,medium,wave_1
VZ-SO-BHM-03331,Southeast,AL,33.5905,-87.2223,urban_macro,CaaS-Node-Type-C,24.06,24.12,39,2,CONDITIONAL_PASS,2025-08-17,v1.15.0,2.15.4,4.16.1,platinum,0.367,medium,wave_1
