week_start,product_id,region,units_sold
2026-01-19,PRD-DRL-3304,Northeast,553
2026-01-19,PRD-DRL-3304,Midwest,495
2026-01-19,PRD-DRL-3304,South,561
2026-01-19,PRD-DRL-3304,Southeast,493
2026-01-19,PRD-TRM-9910,Northeast,1328
2026-01-19,PRD-TRM-9910,Midwest,1320
2026-01-19,PRD-TRM-9910,South,1239
2026-01-19,PRD-TRM-9910,Southeast,1275
2026-01-19,PRD-SSH-5402,Northeast,327
2026-01-19,PRD-SSH-5402,Midwest,345
2026-01-19,PRD-SSH-5402,South,371
2026-01-19,PRD-SSH-5402,Southeast,362
2026-01-26,PRD-CSW-4860,Northeast,1033
2026-01-26,PRD-CSW-4860,Midwest,1122
2026-01-26,PRD-CSW-4860,South,1133
2026-01-26,PRD-CSW-4860,Southeast,1081
2026-01-26,PRD-VSD-2201,Northeast,2379
2026-01-26,PRD-VSD-2201,Midwest,2461
2026-01-26,PRD-VSD-2201,South,2600
2026-01-26,PRD-VSD-2201,Southeast,2499
2026-01-26,PRD-RFP-1102,Northeast,801
2026-01-26,PRD-RFP-1102,Midwest,789
2026-01-26,PRD-RFP-1102,South,795
2026-01-26,PRD-RFP-1102,Southeast,797
2026-01-26,PRD-DRL-3304,Northeast,494
2026-01-26,PRD-DRL-3304,Midwest,545
2026-01-26,PRD-DRL-3304,South,492
2026-01-26,PRD-DRL-3304,Southeast,499
2026-01-26,PRD-TRM-9910,Northeast,1259
2026-01-26,PRD-TRM-9910,Midwest,1289
2026-01-26,PRD-TRM-9910,South,1239
2026-01-26,PRD-TRM-9910,Southeast,1335
2026-01-26,PRD-SSH-5402,Northeast,358
2026-01-26,PRD-SSH-5402,Midwest,359
2026-01-26,PRD-SSH-5402,South,369
2026-01-26,PRD-SSH-5402,Southeast,333
2026-02-02,PRD-CSW-4860,Northeast,1077
2026-02-02,PRD-CSW-4860,Midwest,1055
2026-02-02,PRD-CSW-4860,South,1068
2026-02-02,PRD-CSW-4860,Southeast,1158
2026-02-02,PRD-VSD-2201,Northeast,2347
2026-02-02,PRD-VSD-2201,Midwest,2595
2026-02-02,PRD-VSD-2201,South,2506
2026-02-02,PRD-VSD-2201,Southeast,2506
2026-02-02,PRD-RFP-1102,Northeast,828
2026-02-02,PRD-RFP-1102,Midwest,782
2026-02-02,PRD-RFP-1102,South,791
2026-02-02,PRD-RFP-1102,Southeast,823
2026-02-02,PRD-DRL-3304,Northeast,523
2026-02-02,PRD-DRL-3304,Midwest,503
2026-02-02,PRD-DRL-3304,South,535
2026-02-02,PRD-DRL-3304,Southeast,504
2026-02-02,PRD-TRM-9910,Northeast,1270
2026-02-02,PRD-TRM-9910,Midwest,1303
2026-02-02,PRD-TRM-9910,South,1258
2026-02-02,PRD-TRM-9910,Southeast,1262
2026-02-02,PRD-SSH-5402,Northeast,331
2026-02-02,PRD-SSH-5402,Midwest,366
2026-02-02,PRD-SSH-5402,South,363
2026-02-02,PRD-SSH-5402,Southeast,343
2026-02-09,PRD-CSW-4860,Northeast,1048
2026-02-09,PRD-CSW-4860,Midwest,1169
2026-02-09,PRD-CSW-4860,South,1122
2026-02-09,PRD-CSW-4860,Southeast,1092
2026-02-09,PRD-VSD-2201,Northeast,2343
2026-02-09,PRD-VSD-2201,Midwest,2593
2026-02-09,PRD-VSD-2201,South,2279
2026-02-09,PRD-VSD-2201,Southeast,2408
2026-02-09,PRD-RFP-1102,Northeast,837
2026-02-09,PRD-RFP-1102,Midwest,841
2026-02-09,PRD-RFP-1102,South,850
2026-02-09,PRD-RFP-1102,Southeast,828
2026-02-09,PRD-DRL-3304,Northeast,504
2026-02-09,PRD-DRL-3304,Midwest,501
2026-02-09,PRD-DRL-3304,South,535
2026-02-09,PRD-DRL-3304,Southeast,520
2026-02-09,PRD-TRM-9910,Northeast,1312
2026-02-09,PRD-TRM-9910,Midwest,1373
2026-02-09,PRD-TRM-9910,South,1270
2026-02-09,PRD-TRM-9910,Southeast,1260
2026-02-09,PRD-SSH-5402,Northeast,334
2026-02-09,PRD-SSH-5402,Midwest,361
2026-02-09,PRD-SSH-5402,South,368
2026-02-09,PRD-SSH-5402,Southeast,364
2026-02-16,PRD-CSW-4860,Northeast,1149
2026-02-16,PRD-CSW-4860,Midwest,1168
2026-02-16,PRD-CSW-4860,South,1097
2026-02-16,PRD-CSW-4860,Southeast,1111
2026-02-16,PRD-VSD-2201,Northeast,2336
2026-02-16,PRD-VSD-2201,Midwest,2392
2026-02-16,PRD-VSD-2201,South,2381
2026-02-16,PRD-VSD-2201,Southeast,2617
2026-02-16,PRD-RFP-1102,Northeast,833
2026-02-16,PRD-RFP-1102,Midwest,834
2026-02-16,PRD-RFP-1102,South,836
2026-02-16,PRD-RFP-1102,Southeast,854
2026-02-16,PRD-DRL-3304,Northeast,526
2026-02-16,PRD-DRL-3304,Midwest,488
2026-02-16,PRD-DRL-3304,South,494
2026-02-16,PRD-DRL-3304,Southeast,543
2026-02-16,PRD-TRM-9910,Northeast,1315
2026-02-16,PRD-TRM-9910,Midwest,1267
2026-02-16,PRD-TRM-9910,South,1381
2026-02-16,PRD-TRM-9910,Southeast,1292
2026-02-16,PRD-SSH-5402,Northeast,345
2026-02-16,PRD-SSH-5402,Midwest,352
2026-02-16,PRD-SSH-5402,South,343
2026-02-16,PRD-SSH-5402,Southeast,365
2026-02-23,PRD-CSW-4860,Northeast,1091
2026-02-23,PRD-CSW-4860,Midwest,1083
2026-02-23,PRD-CSW-4860,South,1157
2026-02-23,PRD-CSW-4860,Southeast,1168
2026-02-23,PRD-VSD-2201,Northeast,2441
2026-02-23,PRD-VSD-2201,Midwest,2372
2026-02-23,PRD-VSD-2201,South,2575
2026-02-23,PRD-VSD-2201,Southeast,2303
2026-02-23,PRD-RFP-1102,Northeast,844
2026-02-23,PRD-RFP-1102,Midwest,750
2026-02-23,PRD-RFP-1102,South,842
2026-02-23,PRD-RFP-1102,Southeast,769
2026-02-23,PRD-DRL-3304,Northeast,518
2026-02-23,PRD-DRL-3304,Midwest,558
2026-02-23,PRD-DRL-3304,South,493
2026-02-23,PRD-DRL-3304,Southeast,534
2026-02-23,PRD-TRM-9910,Northeast,1284
2026-02-23,PRD-TRM-9910,Midwest,1252
2026-02-23,PRD-TRM-9910,South,1315
2026-02-23,PRD-TRM-9910,Southeast,1259
2026-02-23,PRD-SSH-5402,Northeast,354
2026-02-23,PRD-SSH-5402,Midwest,337
2026-02-23,PRD-SSH-5402,South,327
2026-02-23,PRD-SSH-5402,Southeast,330
2026-03-02,PRD-CSW-4860,Northeast,1100
2026-03-02,PRD-CSW-4860,Midwest,1050
2026-03-02,PRD-CSW-4860,South,1137
2026-03-02,PRD-CSW-4860,Southeast,1131
2026-03-02,PRD-VSD-2201,Northeast,2293
2026-03-02,PRD-VSD-2201,Midwest,2466
2026-03-02,PRD-VSD-2201,South,2588
2026-03-02,PRD-VSD-2201,Southeast,2383
2026-03-02,PRD-RFP-1102,Northeast,772
2026-03-02,PRD-RFP-1102,Midwest,815
2026-03-02,PRD-RFP-1102,South,781
2026-03-02,PRD-RFP-1102,Southeast,825
2026-03-02,PRD-DRL-3304,Northeast,516
2026-03-02,PRD-DRL-3304,Midwest,523
2026-03-02,PRD-DRL-3304,South,552
2026-03-02,PRD-DRL-3304,Southeast,491
2026-03-02,PRD-TRM-9910,Northeast,1209
2026-03-02,PRD-TRM-9910,Midwest,1137
2026-03-02,PRD-TRM-9910,South,1254
2026-03-02,PRD-TRM-9910,Southeast,1254
2026-03-02,PRD-SSH-5402,Northeast,357
2026-03-02,PRD-SSH-5402,Midwest,329
2026-03-02,PRD-SSH-5402,South,369
2026-03-02,PRD-SSH-5402,Southeast,346
2026-03-09,PRD-CSW-4860,Northeast,1107
2026-03-09,PRD-CSW-4860,Midwest,1153
2026-03-09,PRD-CSW-4860,South,1052
2026-03-09,PRD-CSW-4860,Southeast,1135
2026-03-09,PRD-VSD-2201,Northeast,2343
2026-03-09,PRD-VSD-2201,Midwest,2494
2026-03-09,PRD-VSD-2201,South,2610
2026-03-09,PRD-VSD-2201,Southeast,2521
2026-03-09,PRD-RFP-1102,Northeast,805
2026-03-09,PRD-RFP-1102,Midwest,748
2026-03-09,PRD-RFP-1102,South,814
2026-03-09,PRD-RFP-1102,Southeast,744
2026-03-09,PRD-DRL-3304,Northeast,538
2026-03-09,PRD-DRL-3304,Midwest,508
2026-03-09,PRD-DRL-3304,South,560
2026-03-09,PRD-DRL-3304,Southeast,533
2026-03-09,PRD-TRM-9910,Northeast,1230
2026-03-09,PRD-TRM-9910,Midwest,1128
2026-03-09,PRD-TRM-9910,South,1287
2026-03-09,PRD-TRM-9910,Southeast,1304
2026-03-09,PRD-SSH-5402,Northeast,330
2026-03-09,PRD-SSH-5402,Midwest,370
2026-03-09,PRD-SSH-5402,South,332
2026-03-09,PRD-SSH-5402,Southeast,341
2026-03-16,PRD-CSW-4860,Northeast,1123
2026-03-16,PRD-CSW-4860,Midwest,1135
2026-03-16,PRD-CSW-4860,South,1096
2026-03-16,PRD-CSW-4860,Southeast,1100
2026-03-16,PRD-VSD-2201,Northeast,2399
2026-03-16,PRD-VSD-2201,Midwest,2580
2026-03-16,PRD-VSD-2201,South,2456
2026-03-16,PRD-VSD-2201,Southeast,2458
2026-03-16,PRD-RFP-1102,Northeast,762
2026-03-16,PRD-RFP-1102,Midwest,779
2026-03-16,PRD-RFP-1102,South,811
2026-03-16,PRD-RFP-1102,Southeast,749
2026-03-16,PRD-DRL-3304,Northeast,549
2026-03-16,PRD-DRL-3304,Midwest,499
2026-03-16,PRD-DRL-3304,South,492
2026-03-16,PRD-DRL-3304,Southeast,523
2026-03-16,PRD-TRM-9910,Northeast,1307
2026-03-16,PRD-TRM-9910,Midwest,1136
2026-03-16,PRD-TRM-9910,South,1276
2026-03-16,PRD-TRM-9910,Southeast,1278
2026-03-16,PRD-SSH-5402,Northeast,352
2026-03-16,PRD-SSH-5402,Midwest,368
2026-03-16,PRD-SSH-5402,South,329
2026-03-16,PRD-SSH-5402,Southeast,330
2026-03-23,PRD-CSW-4860,Northeast,1051
2026-03-23,PRD-CSW-4860,Midwest,1096
2026-03-23,PRD-CSW-4860,South,1098
2026-03-23,PRD-CSW-4860,Southeast,1073
2026-03-23,PRD-VSD-2201,Northeast,2298
2026-03-23,PRD-VSD-2201,Midwest,2456
2026-03-23,PRD-VSD-2201,South,2430
2026-03-23,PRD-VSD-2201,Southeast,2541
2026-03-23,PRD-RFP-1102,Northeast,827
2026-03-23,PRD-RFP-1102,Midwest,841
2026-03-23,PRD-RFP-1102,South,773
2026-03-23,PRD-RFP-1102,Southeast,802
2026-03-23,PRD-DRL-3304,Northeast,542
2026-03-23,PRD-DRL-3304,Midwest,490
2026-03-23,PRD-DRL-3304,South,558
2026-03-23,PRD-DRL-3304,Southeast,501
2026-03-23,PRD-TRM-9910,Northeast,1360
2026-03-23,PRD-TRM-9910,Midwest,1132
2026-03-23,PRD-TRM-9910,South,1273
2026-03-23,PRD-TRM-9910,Southeast,1367
2026-03-23,PRD-SSH-5402,Northeast,334
2026-03-23,PRD-SSH-5402,Midwest,368
2026-03-23,PRD-SSH-5402,South,369
2026-03-23,PRD-SSH-5402,Southeast,361
2026-03-30,PRD-CSW-4860,Northeast,1172
2026-03-30,PRD-CSW-4860,Midwest,1120
2026-03-30,PRD-CSW-4860,South,1123
2026-03-30,PRD-CSW-4860,Southeast,1087
2026-03-30,PRD-VSD-2201,Northeast,2452
2026-03-30,PRD-VSD-2201,Midwest,2410
2026-03-30,PRD-VSD-2201,South,2419
2026-03-30,PRD-VSD-2201,Southeast,2316
2026-03-30,PRD-RFP-1102,Northeast,810
2026-03-30,PRD-RFP-1102,Midwest,817
2026-03-30,PRD-RFP-1102,South,851
2026-03-30,PRD-RFP-1102,Southeast,780
2026-03-30,PRD-DRL-3304,Northeast,552
2026-03-30,PRD-DRL-3304,Midwest,537
2026-03-30,PRD-DRL-3304,South,497
2026-03-30,PRD-DRL-3304,Southeast,493
2026-03-30,PRD-TRM-9910,Northeast,1312
2026-03-30,PRD-TRM-9910,Midwest,1058
2026-03-30,PRD-TRM-9910,South,1383
2026-03-30,PRD-TRM-9910,Southeast,1285
2026-03-30,PRD-SSH-5402,Northeast,334
2026-03-30,PRD-SSH-5402,Midwest,366
2026-03-30,PRD-SSH-5402,South,374
2026-03-30,PRD-SSH-5402,Southeast,366
2026-04-06,PRD-CSW-4860,Northeast,1165
2026-04-06,PRD-CSW-4860,Midwest,1065
2026-04-06,PRD-CSW-4860,South,1070
2026-04-06,PRD-CSW-4860,Southeast,1097
2026-04-06,PRD-VSD-2201,Northeast,2336
2026-04-06,PRD-VSD-2201,Midwest,2615
2026-04-06,PRD-VSD-2201,South,2299
2026-04-06,PRD-VSD-2201,Southeast,2479
2026-04-06,PRD-RFP-1102,Northeast,783
2026-04-06,PRD-RFP-1102,Midwest,807
2026-04-06,PRD-RFP-1102,South,831
2026-04-06,PRD-RFP-1102,Southeast,841
2026-04-06,PRD-DRL-3304,Northeast,538
2026-04-06,PRD-DRL-3304,Midwest,546
2026-04-06,PRD-DRL-3304,South,517
2026-04-06,PRD-DRL-3304,Southeast,490
2026-04-06,PRD-TRM-9910,Northeast,1382
2026-04-06,PRD-TRM-9910,Midwest,1076
2026-04-06,PRD-TRM-9910,South,1343
2026-04-06,PRD-TRM-9910,Southeast,1390
2026-04-06,PRD-SSH-5402,Northeast,331
2026-04-06,PRD-SSH-5402,Midwest,329
2026-04-06,PRD-SSH-5402,South,371
2026-04-06,PRD-SSH-5402,Southeast,347
2026-04-13,PRD-CSW-4860,Northeast,1073
2026-04-13,PRD-CSW-4860,Midwest,1149
2026-04-13,PRD-CSW-4860,South,1169
2026-04-13,PRD-CSW-4860,Southeast,1109
2026-04-13,PRD-VSD-2201,Northeast,2595
2026-04-13,PRD-VSD-2201,Midwest,2374
2026-04-13,PRD-VSD-2201,South,2442
2026-04-13,PRD-VSD-2201,Southeast,2591
2026-04-13,PRD-RFP-1102,Northeast,799
2026-04-13,PRD-RFP-1102,Midwest,816
2026-04-13,PRD-RFP-1102,South,853
2026-04-13,PRD-RFP-1102,Southeast,834
2026-04-13,PRD-DRL-3304,Northeast,513
2026-04-13,PRD-DRL-3304,Midwest,489
2026-04-13,PRD-DRL-3304,South,549
2026-04-13,PRD-DRL-3304,Southeast,515
2026-04-13,PRD-TRM-9910,Northeast,1274
2026-04-13,PRD-TRM-9910,Midwest,1143
2026-04-13,PRD-TRM-9910,South,1347
2026-04-13,PRD-TRM-9910,Southeast,1213
2026-04-13,PRD-SSH-5402,Northeast,333
2026-04-13,PRD-SSH-5402,Midwest,345
2026-04-13,PRD-SSH-5402,South,340
2026-04-13,PRD-SSH-5402,Southeast,330
